,Sludinājumi,Iela,Ist.,m2,Stāvs,Sērija,"Cena, m2",Cena,URL,Region
28,"Красивая 2-к квартира, первый низкий этаж(окна на уровне земли).",Brīvības 136,2,43,1/5,Specpr.,"1,021 €","43,900  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aonjl.html,centre
29,"Skaists dzīvoklis pilnībā renovētā ēkā. 
 Četras Istabas, viena",Valmieras 28,4,91,2/5,Renov.,"1,374 €","125,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fpxei.html,centre
0,Pēdējais trīs istabu dzīvoklis bez apdares jaunajā premium klase,Birznieka-Upīša 13,3,80,5/7,Jaun.,"2,075 €","166,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bcojbl.html,centre
1,Pardodu kompaktu dzivokli ar visam ertibam iznemot apkuri. Dzivo,Avotu 65A,1,27,1/2,P. kara,841 €,"22,700  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fxxji.html,centre
2,"Īpašnieks pārdod 2 istabu dzīvokli ar dzīvojamo istabu, kas apvi",Kalniņa 1,2,29,4/5,Renov.,"2,310 €","66,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bcbchc.html,centre
3,"Īpašnieks pārdod studio tipa dzīvokli ar dzīvojamo istabu, kas a",Kalniņa 1,1,26,4/5,Renov.,"2,307 €","59,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/adipx.html,centre
4,"Laba investīcija ar stabiliem 10-20% atdevi gadā. 

Īpašnieks ",Kalniņa 1,1,15,4/5,Renov.,"2,266 €","33,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/acdgj.html,centre
5,Tiek pārdots kvalitatīvs dzīvoklis labā atrašanās vietā. Šī māja,Valdemāra 106,3,76,1/5,Staļina,"1,697 €","129,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bbjmh.html,centre
6,"Īpašnieks pārdod studio tipa dzīvokli ar dzīvojamo istabu, kas a",Kalniņa 1,1,25,4/5,Renov.,"2,280 €","56,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dxxbo.html,centre
7,"Laba investīcija ar stabiliem 10-20% atdevi gadā. 

Īpašnieks ",Kalniņa 1,1,17,4/5,Renov.,"2,529 €","42,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/apxbo.html,centre
8,"Īpašnieks pārdod studio tipa dzīvokli ar dzīvojamo istabu, kas a",Kalniņa 1,1,18,4/5,Renov.,"2,333 €","41,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/algbk.html,centre
9,"Īpašnieks pārdod studio tipa dzīvokli ar dzīvojamo istabu, kas a",Kalniņa 1,1,22,4/5,Renov.,"2,272 €","49,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bciifj.html,centre
10,Pārdod saulainu un kompaktu 3 istabu dzīvokli Blaumaņa ielā 34. ,Blaumaņa 34,3,62,2/3,Renov.,"1,597 €","99,040  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cmlkf.html,centre
11,Plašs un ļoti gaišs un saulains divu istabu dzīvoklis jaunajā pr,Birznieka-Upīša 13,2,59,4/7,Jaun.,"2,661 €","157,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/befgkl.html,centre
12,"Pašā Rīgas centrā, tikko renovētā mājā pārdod dzīvokli. Dzīvokli",Barona 92A,1,32,2/2,Jaun.,"1,938 €","62,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bpebi.html,centre
13,"Продаёт владелец. Апартаменты для настоящих любителей жизни. 
П",Skolas 20,3,112,2/6,Jaun.,"2,857 €","320,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fekcl.html,centre
14,"Īpašnieks pārdod gaišu mansarda tipa dzīvokli. 
Dzīvoklis mēbel",Ģertrūdes 113,2,48,6/6,P. kara,"1,371 €","65,800  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aclcb.html,centre
15,"Gāzes apkure, panorāmas skats no logiem. 
Kluss, saulains dzīvo",Stabu 29,3,76,5/6,P. kara,"1,513 €","115,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bljnf.html,centre
16,"Īpašnieks pārdod dzīvokli namā pie Vērmanes dārza. 

Reiz bank",Barona 14,2,35,5/5,Renov.,"2,000 €","70,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dbcgj.html,centre
17,"Īpašnieks pārdod dzīvokli namā pie Vērmanes dārza. 

Reiz bank",Barona 14,2,35,4/5,Renov.,"2,029 €","71,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ejxej.html,centre
18,Предлагается 2-комнатная квартира 35 м2 в самом историческом цен,Tallinas 68,2,33,5/5,P. kara,"2,061 €","68,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/gjehh.html,centre
19,"Pārdodas dzīvoklis ar balto apdari, ar ieklātām grīdām, istabās ",Brīvības 47,4,107,4/6,P. kara,"1,865 €","199,555  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/begxxx.html,centre
20,"Tiek pārdods plašs un gaišs, mēbelēts 3 istabu dzīvoklis, nesen ",Katrīnas d. 24,3,84,3/3,P. kara,"1,426 €","119,800  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dcxnk.html,centre
21,"Tiešais saimnieks. 
Vai vēlaties dzīvot 1 istabu dzīvoklī, kas ",Ģertrūdes 91,1,19,4/5,P. kara,"1,526 €","29,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dgbjm.html,centre
22,"Предлагаю приобрести благоустроенную, солнечную, просторную квар",Katrīnas d. 24/18,4,100,2/3,Staļina,"1,185 €","118,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cbold.html,centre
23,Pārdod mājīgu dzīvokli pašā Rīgas centrā. Dzīvokļa kopējā platīb,Blaumaņa 36,Citi,190,4/5,P. kara,"1,842 €","350,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ajicg.html,centre
24,Īpašnieks pārdod plašu 3-istabu dzīvokli ar burvīgu skatu uz Rīg,Indrānu 8,3,111,5/6,Jaun.,"1,658 €","184,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/acejf.html,centre
25,"AS ""Privatbank"" meitas uzņēmuma īpašums atrodas Rīgas pilsētas C",Pērnavas 21,3,86,6/6,P. kara,"1,023 €","88,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/eicfx.html,centre
26,"Pārdod jaunu, pilnībā aprīkotu un mēbelētu dzīvokli ar divām guļ",Klijānu 16,3,47,5/9,Jaun.,"2,000 €","94,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/exepf.html,centre
27,"Предлагаемая квартира находится в тихом центре, по соседству с д",Pulkv. Brieža 19/1,2,63,1/4,Renov.,"2,365 €","149,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aeoox.html,centre
28,"Dzīvoklis renovētā ēkā lieliskā atrašānās vietā, Miera ielā 5. ",Miera 5,4,111,3/6,P. kara,"1,449 €","160,805  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aheij.html,centre
29,"Tiek pārdots rūpīgi iekārtots dzīvoklis renovētā ēkā, Rīgā, Mier",Miera 105,2,48,1/6,Renov.,"2,292 €","110,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/amkej.html,centre
0,"Pārdodu labiekārtotu dzīvokli, ar gāzes apkuri, ūdens filtru, ie",Čaka 146,2,76,2/5,P. kara,"1,447 €","110,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bfcik.html,centre
1,"Капитальный ремонт. Поменяны полы, утеплены стены, новая сантехн",Ģertrūdes 99,1,19,4/6,P. kara,"1,368 €","26,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bofdh.html,centre
2,Inovatīvs un mūsdienīgs dzīvojamais kvartāls Pulkveža Brieža iel,Pulkv. Brieža 35,3,123,3/7,Jaun.,"1,578 €","194,150  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cinjp.html,centre
3,"Moderns dzīoklis pilsētas Centrā pēc kapitālā remonta. 

Ērts ",Stabu 14,4,135,3/6,P. kara,"1,630 €","220,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dimgi.html,centre
4,"Просторная и теплая 2-х комн. квартира :
-большие комнаты
-бол",Maskavas 57,2,68,3/3,P. kara,949 €,"64,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/djohx.html,centre
5,Pārdod mājīgu un gaišu 3 istabu dzīvokli pašā Rīgas centrā - Bla,Blaumaņa 34,3,89,6/7,Renov.,"1,842 €","163,910  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dbhih.html,centre
6,"Izremontēts dzīvoklis Klusajā centrā, skaistākajā ielā Rīgā, 4 i",Alberta 7,5,173,4/5,P. kara,"2,775 €","480,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cjcpi.html,centre
7,"Skaists trīsistabu dzīvoklis ar individuālu gāzes apkures katlu,",Artilērijas 44,3,95,2/4,P. kara,"1,221 €","116,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ggili.html,centre
8,Dzīvoklis ar terasi - zaļo dārzu Rīgas pilsētas centrā jaunajā p,Birznieka-Upīša 13,3,121,1/7,Jaun.,"2,455 €","297,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ccodl.html,centre
9,"Trīs istabu dzīvoklis ar pilnu apdari jaunajā projektā ""Felicity",Birznieka-Upīša 13,3,76,6/7,Jaun.,"2,480 €","188,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bmhno.html,centre
10,"Gaišs trīsistabu dzīvoklis ar pārdomātu interjeru. 

Plaša vie",Lāčplēša 52/54,3,100,5/6,P. kara,"1,790 €","179,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ahjdo.html,centre
11,"Продаем просторную, двухэтажную квартиру с террасой в центре Риг",Brīvības 168,4,154,7/7,Specpr.,"1,552 €","239,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/accbi.html,centre
12,Pārdodas 2 istabu dzīvoklis renovētā ēkā Brīvības ielā 114. Dzīv,Brīvības 114,2,63,4/6,Renov.,"1,825 €","115,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/gfogx.html,centre
13,"Gaumīgi izremontēts, pārdomāti izplānots, pilnībā aprīkots, komp",Ģertrūdes 110,4,83,5/6,P. kara,"1,506 €","125,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/abenn.html,centre
14,"4 izolētas, pilnvērtīgas istabas, izolēta un pietiekami liela vi",Valdemāra 76,4,96,3/10,Specpr.,"1,354 €","130,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dllif.html,centre
15,"Īpašnieks pārdod studio tipa dzīvokli ar dzīvojamo istabu, kas a",Kalniņa 1,1,33,5/5,Renov.,"2,212 €","72,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/epepk.html,centre
16,"Īpašnieks pārdod studio tipa dzīvokli ar dzīvojamo istabu, kas a",Kalniņa 1,1,21,5/5,Renov.,"2,380 €","49,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/abjig.html,centre
17,"Īpašnieks pārdod studio tipa dzīvokli ar dzīvojamo istabu, kas a",Kalniņa 1,1,27,5/5,Renov.,"2,222 €","59,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dickd.html,centre
18,"Laba investīcija ar stabiliem 10-20% atdevi gadā. 

Īpašnieks ",Kalniņa 1,1,27,5/5,Renov.,"2,370 €","63,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ajmnh.html,centre
19,"Īpašnieks pārdod studio tipa dzīvokli ar dzīvojamo istabu, kas a",Kalniņa 1,1,24,5/5,Renov.,"2,500 €","59,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/engek.html,centre
20,"Īpašnieks pārdod studio tipa dzīvokli ar dzīvojamo istabu, kas a",Kalniņa 1,1,25,5/5,Renov.,"2,400 €","59,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fdkkj.html,centre
21,"Īpašnieks pārdod studio tipa dzīvokli ar dzīvojamo istabu, kas a",Kalniņa 1,1,31,5/5,Renov.,"2,258 €","69,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ennli.html,centre
22,"Īpašnieks pārdod studio tipa dzīvokli ar dzīvojamo istabu, kas a",Kalniņa 1,1,27,5/5,Renov.,"2,222 €","59,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ahebh.html,centre
23,"Īpašnieks pārdod studio tipa dzīvokli ar dzīvojamo istabu, kas a",Kalniņa 1,1,23,5/5,Renov.,"2,173 €","49,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fencb.html,centre
24,Piedāvājam iegādāties remontētu divistabu dzīvokli Rīgas centrā.,Brīvības 129,2,54,4/5,P. kara,"1,389 €","75,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/abdbb.html,centre
25,Renovētā mājā tiek pārdots plašs 5-istabu dzīvoklis ar gāzes apk,Brīvības 76,5,207,4/6,Renov.,"2,029 €","420,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dbjeb.html,centre
26,"Pārdodu dzīvokli klusajā centrā. 
Pārdomāts un ērts plānojums:",Pulkv. Brieža 9,3,108,4/4,Jaun.,"1,574 €","170,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fdefn.html,centre
27,Продается отремонтированная 2-комнатная квартира в историческом ,Rūpniecības 44,2,45,5/7,Jaun.,"2,422 €","109,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aicfk.html,centre
28,"Īpašnieks pārdod studio tipa dzīvokli ar dzīvojamo istabu, kas a",Kalniņa 1,1,25,3/5,Renov.,"2,280 €","56,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/gxjng.html,centre
29,Projekta Parker's attīstītājs pārdod trīs istabu dzīvokli Rīgas ,Valdemāra 41A,2,64,5/7,Jaun.,"3,578 €","229,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/agnml.html,centre
0,Projekta Parker's attīstītājs pārdod trīs istabu dzīvokli Rīgas ,Valdemāra 41,4,105,5/7,Jaun.,"3,333 €","350,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aneoo.html,centre
1,"Elegants dzīvoklis projektā Parker's. 

Piedāvājam divu istabu",Melngaiļa 8,2,43,3/7,Jaun.,"2,674 €","115,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dickk.html,centre
2,"Elegants dzīvoklis projektā Parker's. 

Piedāvājam trīs istabu",Valdemāra 41,3,66,5/7,Jaun.,"2,500 €","165,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/eclok.html,centre
3,Dzīvoklis ar skaistu Rīgas panorāmu. Tiek pārdots tīrs dzīvoklis,Katrīnas d. 16a,2,39,5/5,Hrušč.,949 €,"37,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/acxpd.html,centre
4,"Elegants dzīvoklis projektā Parker's. 

Piedāvājam trīs istabu",Valdemāra 41,3,65,4/7,Jaun.,"2,846 €","185,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/biiic.html,centre
5,Elegants dzīvokļu ēku projekts Parker's pašā Rīgas centra sirdī.,Valdemāra 41A,5,135,2/7,Jaun.,"2,556 €","345,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fdxkx.html,centre
6,"Pārdod plašu dzīvokli ar plašu terasi, projektā ""Duntes ozoli''.",Duntes 28,3,110,10/16,Jaun.,"1,136 €","125,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cognk.html,centre
7,Īpašnieks pārdod skaistu un mēbelētu 3 istabu dzīvokli Rīgas cen,Brīvības 147,3,77,3/7,P. kara,"1,584 €","122,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/diflb.html,centre
8,"Продаём просторную, отремонтированную 5-комнатную квартиру в цен",Barona 25,5,140,2/6,P. kara,"1,207 €","169,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ajmdc.html,centre
9,Zemi komunālie maksājumi. Zeme zem mājas īpašumā. Logi vērsti uz,Bruņinieku 87,2,51,2/5,P. kara,"1,412 €","72,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/egldf.html,centre
10,"Īpašnieks pārdod mājīgu dzīvokli centrā, visas komunikācijas, vi",Dzirnavu 157,3,62,2/3,Renov.,"1,468 €","91,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dpbop.html,centre
11,"Pārdod plašu trīs istabu dzīvokli Rīgas centrā, Bruņinieku un K.",Bruņinieku 28,3,79,5/6,P. kara,"1,848 €","146,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aegeb.html,centre
12,"Lat/rus
Īpašnieks pārdod dzīvokli renovētā mājā. 

Dzīvoklis ",Elizabetes 22,4,91,6/6,Renov.,"2,813 €","256,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bdjmpb.html,centre
13,"Elegances paraugs renovētā namīpašumā. 
 Plašs un saulains dzīv",Ģertrūdes 23,5,137,3/5,Renov.,"2,409 €","330,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/hbpoh.html,centre
14,"Tiek pārdots gaišs, mājīgs 4 istabu dzīvoklis ar ļoti labu skaņa",Rūpniecības 16,4,110,2/6,P. kara,"1,564 €","172,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ddokl.html,centre
15,Piedāvājumā trīs istabu dzīvoklis renovētā pagalma ēkā Rīgas cen,Strēlnieku 13,3,73,5/5,Renov.,"2,219 €","162,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aggjl.html,centre
16,"Pārdod 2 istabu dzīvokli New Hanza city rajonā, istabas izolētas",Ganību d. 13,2,46,5/5,103.,"1,235 €","56,800  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/akcpo.html,centre
17,"Pārdod ekskluzīvu 4-istabu dzīvokli renovētā fasādes mājā. 
Ēka",Barona 36,4,125,4/6,Renov.,"2,360 €","295,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ajdhp.html,centre
18,Tikko pēc kapitālā remonta 3 istabu dzīvoklis Rīgas centrā. Dzīv,Lāčplēša 125k6,2,98,2/5,Renov.,"1,155 €","113,200  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cllge.html,centre
19,Tikko pēc kapitālā remonta 3 istabu dzīvoklis Rīgas centrā. Dzīv,Lāčplēša 125,3,132,2/4,Renov.,"1,155 €","152,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aggmd.html,centre
20,Tiko pēc kapitālā remonta 2 istabu dzīvoklis. Dzīvoklis ir silts,Lāčplēša 125k6,2,54,2/5,Renov.,"1,156 €","62,400  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dndjx.html,centre
21,"Šobrīd tiek renovēta 1912. gadā celta ēka Alūksnes ielā 1, Rīgā(",Alūksnes 1,1,25,3/6,Renov.,"1,220 €","30,502  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ageik.html,centre
22,"Уютная, теплая, светлая 2 комн. квартира в реновированном доме. ",Maskavas 131,2,70,2/4,Renov.,"1,143 €","79,999  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/gflhc.html,centre
23,Светлая и просторная 3-х комнатная квартира в престижном районе ,Ausekļa 1,3,78,3/5,Renov.,"2,359 €","184,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/acjmb.html,centre
24,"Īpašnieks pārdod dzīvokli namā pie Vērmanes dārza. 

Reiz bank",Barona 14,2,40,5/5,Renov.,"2,025 €","81,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fmxen.html,centre
25,Pārdod dzīvokli arhitekta Eižena Laubes 1910. projektētajā īres ,Bruņinieku 28,4,116,3/6,P. kara,"1,759 €","204,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ehgex.html,centre
26,"Душевная квартира - студийного типа, мебелирована, газовое отопл",Lāčplēša 113,2,39,2/3,Specpr.,"1,505 €","58,700  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/coonh.html,centre
27,"Pārdod modernu 2 istabu dzīvokli Klusajā Centrā, Antonijas 15, R",Antonijas 15,2,35,2/5,P. kara,"2,657 €","93,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dffbn.html,centre
28,"Pārdod dzīvokli pašā Rīgas centrā, Ģertrūdes ielā 31.

Dzīvokl",Ģertrūdes 31,2,51,2/5,P. kara,"2,059 €","105,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ekbnf.html,centre
29,"Īpašnieks pārdod studio tipa dzīvokli ar dzīvojamo istabu, kas a",Kalniņa 1,1,26,1/5,Renov.,"1,769 €","45,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/amejg.html,centre
0,Pirmais un otrais stāvs: divlīmeņu dzīvoklis slēgta pagalma mājā,Asara 12/5,2,49,2/5,Renov.,"1,633 €","80,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fgcpb.html,centre
1,Владелец здания продает квартирy в красивом фасадном домe в цент,Tērbatas 33,3,57,2/6,P. kara,"2,284 €","130,180  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/gcefc.html,centre
2,Arhitektonisko šedevru un dzīves kvalitātes baudītājiem. Augstāk,Lāčplēša 11,4,142,5/7,Jaun.,"4,359 €","618,995  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/djfxh.html,centre
3,"Piedāvājam iegādāties gaišu mansarda tipa 4 - istabu dzīvokli, 1",Veru 3,4,82,5/5,P. kara,"1,707 €","140,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ffipf.html,centre
4,"Skaists, mājīgs dzīvoklis Rīgas tālajā centrā, pirmskara mājas o",Čaka 136,4,83,2/6,P. kara,"1,807 €","150,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/agojx.html,centre
5,Plašs un gaišs dzīvoklis Rīgas klusajā centrā. Miera ielas rajon,Hospitāļu 7,3,67,4/5,Specpr.,"1,261 €","84,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aepji.html,centre
6,"Renovated 3-room apartment with an overall area of 46 m2.
Well ",Valdemāra 121,3,46,1/5,P. kara,"1,304 €","60,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/flejk.html,centre
7,"Īpašnieks pārdod dzīvokli Tallinas ielā 30, pagalma māja ar skat",Tallinas 30,1,42,4/4,P. kara,"1,833 €","77,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aaadx.html,centre
8,"В продаже красивая квартира в самом центре Риги, по адресу Мерке",Merķeļa 17,2,60,2/4,P. kara,"3,317 €","199,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bbhxd.html,centre
9,"Pirmais augstais stāvs, gāzes apkure, pilnīgi aprīkots. Viss pēc",Maskavas 79,2,36,1/5,P. kara,"1,083 €","39,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/epejm.html,centre
10,"Logi uz zaļu un klusu iekšpagalmu. 
+ Pretī logiem aug koki. 
",Avotu 10,3,83,4/6,P. kara,"1,434 €","119,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/aijxn.html,centre
11,"Pārdod 2 istabu dzīvokli centrā, loti prestižā vietā ar labu plā",Ģertrūdes 34,2,55,2/5,P. kara,"1,762 €","96,900  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ejfdp.html,centre
12,"Продаю уютную меблированную квартиру на 1 высоком этаже, между у",Tallinas 30,1,31,1/5,P. kara,"1,452 €","45,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dpeco.html,centre
13,Stilīgs studio dzīvoklis ar individuālu dizainu lieliskā vietā R,Valdemāra 69,1,14,4/6,P. kara,"3,036 €","42,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/becooe.html,centre
14,"Pašā Rīgas centrā, Lāčplēša ielā, netālu no Čaka ielas, pārdod g",Lāčplēša 54,2,70,6/6,P. kara,"1,343 €","94,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bhdmp.html,centre
15,Продаю свою 2-ух комнатную квартирую Земля находится в собственн,Vārnu 4a,2,42,2/4,P. kara,"1,000 €","42,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/afbkd.html,centre
16,"Продаю квартиру после капитального ремонта, общая площад; всей к",Valmieras 32,1,22,2/2,P. kara,841 €,"18,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/cxndf.html,centre
17,"Ērts, kluss un mājīgs dzīvoklis Rīgas centra klusajā daļā - Bruņ",Bruņinieku 42,4,83,4/6,P. kara,"1,349 €","112,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/depbf.html,centre
18,Собственник продает солнечную квартиру с просторным видом на Вер,Merķeļa 17/19,1,40,4/5,Renov.,"2,475 €","99,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/bfbpe.html,centre
19,"Продается 4-х комнатная квартира в центре города, в новом проект",Grostonas 25,4,110,18/22,Jaun.,"2,955 €","325,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/afcdh.html,centre
20,"В центре Риги, в посольском районе, продаётся шикарная солнечная",Rūpniecības 15,4,118,2/5,P. kara,"2,966 €","350,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ahixp.html,centre
21,Piedāvājam iegādāties plašu un gaišu 2 - istabu dzīvokli Rīgas k,Valdemāra 95,2,60,2/5,P. kara,"1,498 €","89,900  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/dxfij.html,centre
22,"Pārdod kompaktu dzīvokli renovētā, vēsturiskā ēkā. Gatavs izīrēš",Valdemāra 69,1,16,2/5,P. kara,"2,938 €","47,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/eopdd.html,centre
23,Remontējams divistabu dzīvoklis vēsturiskā ēkā. Nama renovācijas,Valdemāra 69,2,33,5/5,Renov.,"1,636 €","53,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/amdpn.html,centre
24,Remontējams divistabu dzīvoklis vēsturiskā ēkā. Nama renovācijas,Valdemāra 69,2,40,2/6,Renov.,"1,625 €","64,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fdkem.html,centre
25,Remontējams divistabu dzīvoklis vēsturiskā ēkā. Nama renovācijas,Valdemāra 69,2,33,1/5,Renov.,"1,515 €","49,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/acgfk.html,centre
26,Remontējams vienistabas dzīvoklis vēsturiskā ēkā. Nama renovācij,Valdemāra 69,1,26,5/5,Renov.,"1,900 €","49,400  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/afllf.html,centre
27,Remontējams divistabu dzīvoklis vēsturiskā ēkā. Nama renovācijas,Valdemāra 69,2,41,3/6,Renov.,"1,561 €","63,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ehgxi.html,centre
28,Remontējams divistabu dzīvoklis vēsturiskā ēkā. Nama renovācijas,Valdemāra 69,2,55,2/5,Renov.,"1,345 €","73,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/centre/fmcjn.html,centre
